Player_Name,Team,Number,Position,Salary,Height,Weight,Birthdate,Age,Experience,College,City,State,Race
"Henderson, Erin",MIN,50,LB,2000000,75,244,7/1/1986,27,5,Maryland,"Aberdeen, MD",maryland,Black
"Henery, Alex",PHI,6,K,622529,73,177,8/18/1987,26,3,Nebraska,"Omaha, NE",nebraska,White
"Henne, Chad",JAC,7,QB,3375000,75,230,7/2/1985,28,6,Michigan,"Wyomissing, PA",pennsylvania,White
"Herremans, Todd",PHI,79,OL,5420000,78,321,10/13/1982,31,9,Saginaw Valley State,"Grand Rapids, MI",michigan,White
"Herring, Will",NO,54,LB,333334,75,241,8/28/1983,30,6,Auburn,"Opeika, AL",alabama,White
"Herzlich, Mark",NYG,58,LB,470000,76,246,9/1/1987,26,3,Boston College,"Kirkwood, MO",missouri,White
"Hester, Devin",CHI,23,WR,10243750,71,190,11/4/1982,31,8,Miami (Fla.),"Riviera Beach, FL",florida,Black
"Hester, Jacob",DEN,22,RB,707500,71,225,5/8/1985,28,6,LSU,"Shreveport, LA",louisiana,White
"Heyward, Cameron",PIT,97,DE,1676257,77,288,5/6/1989,24,3,Ohio State,"Pittsburgh, PA",pennsylvania,Black
"Heyward-Bey, Darrius",IND,81,WR,2500000,74,219,2/26/1987,26,5,Maryland,"Silver Spring, MD",maryland,Black
"Hickman, Justin",IND,55,LB,435000,74,249,7/20/1985,28,2,UCLA,"El Paso, TX",texas,Black
"Hicks, Akiem",NO,76,DL,555000,77,324,11/16/1989,24,2,Regina (Canada),"San Jose, CA",california,Black
"Hightower, Dont'a",NE,54,LB,1931001,75,270,3/12/1990,23,2,Alabama,"Lewisburg, TN",tennessee,Black
"Hill, Jordan",SEA,97,DL,676035,73,303,2/8/1991,22,0,Penn State,"Harrisburg, PA",pennsylvania,Black
"Hill, Josh",NO,89,TE,390000,77,229,5/21/1990,23,0,Idaho State,,,White
"Hill, Sammie Lee",TEN,94,DL,3800000,76,329,11/8/1986,27,5,Stillman,"West Blocton, AL",alabama,Black
"Hill, Shaun",DET,14,QB,2750000,75,220,1/9/1980,33,12,Maryland,"Parsons, KS",kansas,White
"Hill, Stephen",NYJ,84,WR,1178085,76,215,4/25/1991,22,2,Georgia Tech,"Tucker, GA",georgia,Black
"Hill, Will",NYG,25,S,480000,73,207,3/7/1990,23,2,Florida,"Jacksonville, FL",florida,Black
"Hilliard, Corey",DET,78,OL,1265000,78,300,4/26/1985,28,5,Oklahoma State,"New Orleans, LA",louisiana,Black
"Hilliard, Lex",NYJ,36,FB,780000,71,235,7/30/1984,29,5,Montana,"Kalispell, MT",montana,Black
"Hillis, Peyton",TB,40,RB,715000,74,250,1/21/1986,27,6,Arkansas,"Conway, AR",arkansas,White
"Hillman, Ronnie",DEN,21,RB,750208,70,195,9/14/1991,22,2,San Diego State,"Long Beach, CA",california,Black
"Hilton, T.Y.",IND,13,WR,660600,69,178,11/14/1989,24,2,Florida International,"Miami, FL",florida,Black
"Hines, Quenton",NE,,RB,495333,71,190,10/8/1990,23,0,Akron,,,Black
"Hixon, Domenik",CAR,87,WR,1162500,74,205,10/8/1984,29,8,Akron,"Neukirchen, Germany",Germany,Black
"Hodges, Gerald",MIN,54,LB,645027,74,243,1/17/1991,22,0,Penn State,"Woodbury, NJ",new jersey,Black
"Hogan, Chris",BUF,15,WR,435000,73,220,10/24/1988,25,1,Monmouth (N.J.),"Ramapo, NJ",new jersey,White
"Holliday, Trindon",DEN,11,WR,435000,65,169,4/27/1986,27,4,LSU,"Baton Rouge, LA",louisiana,Black
"Holloman, DeVonte",DAL,57,LB,566055,74,242,2/12/1991,22,0,South Carolina,"Charlotte, NC",north carolina,Black
"Holmes, Andre",OAK,18,WR,600000,76,210,6/16/1988,25,2,Hillsdale,"Bartlett, IL",illinois,Black
"Holmes, Khaled",IND,56,C,645027,75,319,1/19/1990,23,0,USC,,,Black
"Holmes, Lamar",ATL,76,OL,658400,78,333,7/8/1989,24,2,Southern Mississippi,"Gastonia, NC",north carolina,Black
"Holmes, Santonio",NYJ,10,WR,9000000,71,192,3/3/1984,29,8,Ohio State,"Belle Glade, FL",florida,Black
"Hood, Ziggy",PIT,96,DE,1740000,75,300,2/16/1987,26,5,Missouri,"Amarillo, TX",texas,Black
"Hoomanawanui, Michael",NE,47,TE,1323000,76,263,7/4/1988,25,4,Illinois,"Normal, IL",illinois,Pacific Islander
"Hopkins, DeAndre",HOU,10,WR,1906676,73,207,6/6/1992,21,0,Clemson,,,Black
"Hopkins, Dustin",BUF,5,K,568000,74,193,10/1/1990,23,0,Florida State,,,White
"Horton, Wes",CAR,66,DE,,77,265,1/18/1990,23,0,USC,,,Black
"Hosley, Jayron",NYG,28,CB,659375,70,178,9/18/1990,23,2,Virginia Tech,"Boynton Beach, FL",florida,Black
"House, Davon",GB,31,CB,585145,72,195,7/10/1989,24,3,New Mexico State,"Van Nuys, CA",california,Black
"Housler, Rob",ARI,84,TE,748523,77,250,3/17/1988,25,3,Florida Atlantic,"El Paso, TX",texas,White
"Houston, Chris",DET,23,CB,5000000,71,178,10/18/1984,29,7,Arkansas,"Austin, TX",texas,Black
"Houston, Justin",KC,50,LB,696562,75,258,1/12/1989,24,3,Georgia,"Chico, CA",california,Black
"Houston, Lamarr",OAK,99,DE,1082500,75,300,6/24/1987,26,4,Texas,"San Francisco, CA",california,Black
"Howard, Austin",NYJ,77,OL,2023000,79,333,3/22/1987,26,4,Northern Iowa,"Davenport, IA",iowa,Black
"Howard, Jaye",SEA,94,DL,633716,75,301,12/20/1988,25,2,Florida,"Zachary, LA",louisiana,Black
"Howell, Delano",IND,26,S,480000,71,196,11/17/1989,24,2,Stanford,"Los Angeles, CA",california,Black
"Hoyer, Brian",CLE,6,QB,982500,74,215,10/13/1985,28,5,Michigan State,"Lakewood, OH",ohio,White
"Huber, Kevin",CIN,10,P,2800000,73,212,7/16/1985,28,5,Cincinnati,"Cincinnati, OH",ohio,White
"Hudson, Rodney",KC,61,C,876525,74,299,7/12/1989,24,3,Florida State,"Mobile, AL",alabama,Black
"Huff, Michael",BAL,29,S,2000000,72,211,3/6/1983,30,8,Texas,"Irving, TX",texas,Black
"Hughes, Brandon",PHI,27,CB,585000,71,185,5/23/1986,27,5,Oregon State,"Bloomington, IL",illinois,Black
"Hughes, Jerry",BUF,55,LB,1950000,74,254,8/13/1988,25,4,Texas Christian,"Sugar Land, TX",texas,Black
"Hughes, John",CLE,93,DL,690259,74,320,4/27/1988,25,2,Cincinnati,"Columbus, OH",ohio,Black
"Hughes, Montori",IND,73,DL,592763,76,335,8/25/1990,23,0,Tennessee-Martin,,,Black
"Humber, Ramon",NO,53,LB,1854188,71,232,8/10/1987,26,5,North Dakota State,"Minneapolis, MN",minnesota,Black
"Hunt, Margus",CIN,99,DE,917776,80,280,7/14/1987,26,0,Southern Methodist,"Karksi-Nuia, Estonia",Estonia,White
"Hunt, Phillip",PHI,56,DE,446667,73,254,1/10/1986,27,3,Houston,"Fort Worth, TX",texas,Black
"Hunter, Jason",OAK,93,LB,840000,76,270,8/28/1983,30,8,Appalachian State,"Charlotte, NC",north carolina,Black
"Hunter, Justin",TEN,15,WR,1356037,76,196,5/20/1991,22,0,Tennessee,"Virginia Beach, VA",virginia,Black
"Hunter, Kendall",SF,32,RB,619750,67,199,9/16/1988,25,3,Oklahoma State,"Tyler, TX",texas,Black
"Hurt, Maurice",WAS,79,OL,524850,75,329,11/8/1987,26,3,Florida,"Milledgeville, GA",georgia,Black
"Hyde, Micah",GB,33,CB,584527,72,197,12/31/1990,22,0,Iowa,,,White
"Hynoski, Henry",NYG,45,FB,470000,73,266,12/30/1988,24,3,Pittsburgh,"Mount Carmel, PA",pennsylvania,Black
"Idonije, Israel",DET,71,DE,905000,78,275,11/17/1980,33,10,Manitoba (Canada),"Lagos, Nigeria",Nigeria,Black
"Igwenagu, Emil",PHI,41,FB,480000,74,245,3/27/1989,24,1,Massachusetts,"Raleigh, NC",north carolina,Black
"Ihedigbo, James",BAL,32,S,780000,73,214,12/3/1983,30,7,Massachusetts,"Northampton, MA",massachusetts,Black
"Ihenacho, Duke",DEN,33,S,480000,73,207,6/16/1989,24,2,San Jose State,"Torrance, CA",california,Black
"Iloka, George",CIN,43,S,565075,76,217,3/31/1990,23,2,Boise State,"Houston, TX",texas,Black
"Incognito, Richie",MIA,68,OL,4333333,75,319,7/5/1983,30,9,Nebraska,"Englewood, NJ",new jersey,White
"Ingram, Mark",NO,22,RB,698140,69,215,12/21/1989,24,3,Alabama,"Hackensack, NJ",new jersey,Black
"Ingram, Melvin",SD,54,LB,,73,265,4/26/1989,24,2,South Carolina,"Hamlet, NC",north carolina,Black
"Irvin, Bruce",SEA,51,DE,2335550,75,248,11/1/1987,26,2,West Virginia,"Atlanta, GA",georgia,Black
"Irving, Nate",DEN,56,LB,683750,73,245,7/12/1988,25,3,North Carolina State,"Teachey, NC",north carolina,Black
"Ishmael, Kemal",ATL,36,CB,551474,72,206,5/6/1991,22,0,Central Florida,,,Black
"Iupati, Mike",SF,77,OL,3596000,77,331,5/12/1987,26,4,Idaho,,American Samoa,Pacific Islander
"Ivory, Chris",NYJ,33,RB,2000000,72,222,3/22/1988,25,4,Tiffin University,"Longview, TX",texas,Black
"Jackson, Asa",BAL,25,CB,559015,70,182,12/2/1989,24,2,Cal Poly-S.L.O.,"Sacramento, CA",california,Black
"Jackson, Brandon",CLE,27,RB,715000,70,215,10/2/1985,28,7,Nebraska,"Detroit, MI",michigan,Black
"Jackson, DeSean",PHI,10,WR,9400000,70,175,12/1/1986,27,6,California,"Long Beach, CA",california,Black
"Jackson, D'Qwell",CLE,52,LB,8500000,72,240,9/26/1983,30,8,Maryland,"Largo, FL",florida,Black
"Jackson, Fred",BUF,22,RB,3601667,73,216,2/20/1981,32,7,Coe,"Fort Worth, TX",texas,
"Jackson, Kareem",HOU,25,CB,2704000,70,208,4/10/1988,25,4,Alabama,"Macon, GA",georgia,Black
"Jackson, Malik",DEN,97,DE,578403,77,293,1/11/1990,23,2,Tennessee,"Los Angeles, CA",california,Black
"Jackson, Rob",WAS,50,LB,715000,76,266,11/3/1985,28,5,Kansas State,"New Haven, CT",connecticut,Black
"Jackson, Steven",ATL,39,RB,4000000,74,240,7/22/1983,30,10,Oregon State,"Las Vegas, NV",nevada,Black
"Jackson, Tarvaris",SEA,7,QB,840000,74,225,4/21/1983,30,8,Alabama State,"Montgomery, AL",alabama,Black
"Jackson, Tyson",KC,94,DE,10985000,76,296,6/6/1986,27,5,LSU,"New Orleans, LA",louisiana,Black
"Jackson, Vincent",TB,83,WR,11111111,77,230,1/14/1983,30,9,Northern Colorado,"Colorado Spring, CO",colorado,Black
"James, LaMichael",SF,23,RB,829725,69,195,10/22/1989,24,2,Oregon,"New Boston, TX",texas,Black
"James, Mike",TB,25,RB,565788,70,223,4/13/1991,22,0,Miami (Fla.),,,Black
"Jamison, Jawan",WAS,47,RB,552720,67,203,11/23/1991,22,0,Rutgers,,florida,Black
"Jamison, Tim",HOU,96,DE,667000,75,293,2/26/1986,27,5,Michigan,"Blue Island, IL",illinois,Black
"Jammer, Quentin",DEN,34,CB,1100000,72,204,6/19/1979,34,12,Texas,"Bay City, TX",texas,Black
"Janikowski, Sebastian",OAK,11,K,3780000,73,258,3/2/1978,35,14,Florida State,"Walbrzych, Poland",Poland,White
"Jansen, J.J.",CAR,44,LS,901250,74,245,1/20/1986,27,6,Notre Dame,"Phoenix, AZ",arizona,White
"Jarrett, Jaiquawn",NYJ,37,S,525000,72,196,9/21/1989,24,2,Temple,"Brooklyn, NY",new york,Black
"Jean Francois, Ricky",IND,99,NT,5500000,75,297,11/23/1986,27,5,LSU,"Miami, FL",florida,Black
"Jean, Lestar",HOU,18,WR,441667,75,212,2/5/1988,25,3,Florida Atlantic,"Miami, FL",florida,Black
"Jeanpierre, Lemuel",SEA,61,C,391250,75,301,5/19/1987,26,4,South Carolina,"Marrero, LA",louisiana,Black
"Jefferson, A.J.",MIN,24,CB,1323000,73,190,4/4/1988,25,4,Fresno State,"Bakersfield, CA",california,Black
"Jefferson, D.C.",ARI,86,TE,555150,78,255,5/7/1989,24,0,Rutgers,"Winter Haven, FL",florida,Black
"Jefferson, Tony",ARI,36,CB,498367,71,212,1/27/1992,21,0,Oklahoma,,california,Black
"Jefferson, Willie",HOU,63,LB,,77,233,1/31/1991,22,0,Stephen F. Austin St.,"Beaumont, TX",texas,Black
"Jeffery, Alshon",CHI,17,WR,1110149,75,216,2/14/1990,23,2,South Carolina,"St. Matthews, SC",south carolina,Black
"Jenkins, Brandon",WAS,57,LB,582215,74,251,2/9/1990,23,0,Florida State,,florida,Black
"Jenkins, Cullen",NYG,99,DL,2666667,74,305,1/20/1981,32,10,Central Michigan,"Detroit, MI",michigan,Black
"Jenkins, Janoris",STL,21,CB,1247580,70,193,10/29/1988,25,2,North Alabama,"Pahokee, FL",florida,Black
"Jenkins, John",NO,92,DL,3800000,75,359,7/11/1989,24,0,Georgia,"Meriden, CT",connecticut,Black
"Jenkins, Malcolm",NO,27,S,486000,72,204,12/20/1987,26,5,Ohio State,"East Orange, NJ",new jersey,Black
"Jenkins, Mike",OAK,21,CB,1500000,70,197,3/22/1985,28,6,South Florida,"Neuenburg, Germany",Germany,Black
"Jennings, Greg",MIN,15,WR,9000000,72,195,9/21/1983,30,8,Western Michigan,"Kalamazoo, MI",michigan,Black
"Jennings, M.D.",GB,43,S,465867,72,187,7/25/1988,25,3,Arkansas State,"Grenada, MS",mississippi,Black
"Jennings, Rashad",OAK,27,RB,630000,73,231,3/26/1985,28,5,Liberty,"Forest, VA",virginia,Black
"Jennings, Tim",CHI,26,CB,3800000,68,185,12/24/1983,30,8,Georgia,"Orangeburg, SC",south carolina,Black
"Jensen, Ryan",BAL,77,C,559670,76,318,5/27/1991,22,0,Southern Colorado,,,White
"Jerideau, Byron",SD,68,NT,2099559,73,334,5/28/1989,24,0,South Carolina,,,Black
"Jernigan, Jerrel",NYG,12,WR,653750,68,189,6/14/1989,24,3,Troy,"Midway, AL",alabama,Black
"Jerod-Eddie, Tony",SF,63,DE,430000,77,301,3/29/1990,23,2,Texas A&M,"Dallas, TX",texas,Black
"Jerry, John",MIA,74,OL,662125,77,335,6/14/1986,27,4,Mississippi,"Memphis, TN",tennessee,Black
"Jerry, Peria",ATL,94,DL,4692000,74,295,8/23/1984,29,4,Mississippi,"Memphis, TN",tennessee,Black
"Joeckel, Luke",JAC,76,OL,5300400,78,306,11/6/1991,22,0,Texas A&M,,,White
"Johnson, Andre",HOU,80,WR,9685714,75,229,7/11/1981,32,11,Miami (Fla.),"Miami, FL",florida,Black
"Johnson, Antonio",TEN,79,NT,850000,75,310,12/8/1984,29,7,Mississippi State,"Greenville, MS",mississippi,Black
"Johnson, Calvin",DET,81,WR,18812500,77,236,9/29/1985,28,7,Georgia Tech,"Newnan, GA",georgia,Black
"Johnson, Cam",SF,50,LB,397500,75,268,5/24/1990,23,2,Virginia,"Washington, DC",DC,Black
"Johnson, Charles",CAR,95,DE,12666667,74,285,7/10/1986,27,7,Georgia,"Hawkinsville, GA",georgia,Black
"Johnson, Charlie",MIN,74,OL,3500000,76,305,5/2/1984,29,8,Oklahoma State,"Durant, OK",oklahoma,Black
"Johnson, Chris",TEN,28,RB,9210000,71,191,9/23/1985,28,6,East Carolina,"Orlando, FL",florida,Black
"Johnson, Damaris",PHI,13,WR,480000,68,170,11/22/1989,24,2,Tulsa,"Norco, LA",louisiana,Black
"Johnson, David",PIT,85,TE,630000,74,260,8/26/1987,26,5,Arkansas State,"Pine Bluff, AR",arkansas,Black
"Johnson, Derrick",KC,56,LB,6079167,75,242,11/22/1982,31,9,Texas,"Waco, TX",texas,Black
"Johnson, George",MIN,92,DE,585000,76,270,12/11/1987,26,4,Rutgers,"Glassboro, NJ",new jersey,Black
"Johnson, Jarret",SD,96,LB,,75,260,8/14/1981,32,11,Alabama,"Homestead, FL",florida,White
"Johnson, Jeron",SEA,32,S,470000,70,212,6/12/1988,25,3,Boise State,"Compton, CA",california,Black
"Johnson, Josh",CIN,8,QB,850625,75,205,5/15/1986,27,5,San Diego,"Oakland, CA",california,Black
"Johnson, Lane",PHI,65,OL,4963276,79,303,5/8/1990,23,0,Oklahoma,,,White
"Johnson, Leonard",TB,29,CB,482500,70,202,3/30/1990,23,2,Iowa State,"Clearwater, FL",florida,Black
"Johnson, Matt",DAL,37,S,600146,73,212,7/22/1989,24,2,Eastern Washington,"Olympia, WA",washington,White
"Johnson, Michael",CIN,93,DE,11175000,79,270,2/7/1987,26,5,Georgia Tech,"Selma, AL",alabama,Black
"Johnson, Mike",ATL,79,OL,634306,78,304,4/2/1987,26,3,Alabama,"Pensacola, FL",florida,White
"Johnson, Nicholas",STL,14,WR,450000,71,187,8/16/1989,24,1,Henderson State,,,Other
"Johnson, Nico",KC,57,LB,661500,74,249,6/19/1990,23,0,Alabama,,,Black
"Johnson, Rashad",ARI,49,S,1600000,71,204,1/2/1986,27,5,Alabama,"Sulligent, AL",alabama,Black
"Johnson, Steve",BUF,13,WR,7250000,74,207,7/22/1986,27,6,Kentucky,"San Francisco, CA",california,Black
"Johnson, Steven",DEN,53,LB,484000,73,237,3/28/1988,25,2,Kansas,"Media, PA",pennsylvania,Black
"Johnson, Tom",NO,96,DL,537250,75,288,8/30/1984,29,3,Southern Mississippi,"Moss Point, MS",mississippi,Black
"Johnson, Trumaine",STL,22,CB,760169,74,204,1/1/1990,23,2,Montana,"Stockton, CA",california,Black
"Johnson, Will",PIT,46,FB,480000,74,238,11/14/1988,25,2,West Virginia,"Dayton, OH",ohio,Black
"Joiner, Brandon",CIN,49,LB,481000,75,240,4/27/1989,24,0,Arkansas State,,,Black
"Jolly, Johnny",GB,97,DL,715000,75,325,2/21/1983,30,5,Texas A&M,"Houston, TX",texas,Black
"Jones, Abry",JAC,91,DE,,76,312,9/8/1991,22,0,Georgia,,,Black
"Jones, Adam",CIN,24,CB,1783333,70,180,9/30/1983,30,7,West Virginia,"Atlanta, GA",georgia,Black
"Jones, Arthur",BAL,97,DE,2023000,75,315,6/3/1986,27,4,Syracuse,"Rochester, NY",new york,Black
"Jones, Barrett",STL,67,OL,651300,76,306,5/25/1990,23,0,Alabama,"Memphis, TN",tennessee,White
"Jones, Ben",HOU,60,OL,645362,75,308,7/2/1989,24,2,Georgia,"Centreville, AL",alabama,White
"Jones, Brad",GB,59,LB,3916667,75,242,4/1/1986,27,5,Colorado,"Lansing, MI",michigan,Black
"Jones, Chandler",NE,95,DE,2043138,77,260,2/27/1990,23,2,Syracuse,"Rochester, NY",new york,Black
"Jones, Chris",DAL,6,P,465000,72,197,7/21/1989,24,2,Carson-Newman,,,White
"Jones, Colin",CAR,42,S,534747,72,210,10/27/1987,26,3,Texas Christian,"Bridgeport, TX",texas,Black
"Jones, Datone",GB,95,DE,1929147,76,285,7/24/1990,23,0,UCLA,"Los Angeles, CA",california,Black
"Jones, Don",MIA,36,S,551474,71,200,5/14/1990,23,0,Arkansas State,,,Black
"Jones, Donnie",PHI,8,P,905000,74,221,7/5/1980,33,10,LSU,"Baton Rouge, LA",louisiana,White
"Jones, Felix",PHI,38,RB,780000,70,215,5/8/1987,26,6,Arkansas,"Tulsa, OK",oklahoma,Black
"Jones, Greg B.",HOU,33,FB,1000000,73,268,5/9/1981,32,10,Florida State,"Columbia, SC",south carolina,Black
"Jones, Jacoby",BAL,12,WR,3250000,74,215,7/11/1984,29,7,Lane,"New Orleans, LA",louisiana,Black
"Jones, James",GB,89,WR,3233333,73,208,3/31/1984,29,7,San Jose State,"San Jose, CA",california,Black
"Jones, Jarvis",PIT,95,LB,2176376,74,245,10/13/1989,24,0,Georgia,"Richland, GA",georgia,Black
"Jones, Jason",DET,91,DE,3166667,77,276,5/23/1986,27,6,Eastern Michigan,"Detroit, MI",michigan,Black
"Jones, Julio",ATL,11,WR,4045938,75,220,2/3/1989,24,3,Alabama,"Foley, AL",alabama,Black
"Jones, Landry",PIT,3,QB,649805,75,221,4/4/1989,24,0,Oklahoma,,,White
"Jones, Marvin",CIN,82,WR,565700,74,195,3/12/1990,23,2,California,"Los Angeles, CA",california,Black
"Jones, Reshad",MIA,20,S,7321250,73,215,2/25/1988,25,4,Georgia,"Atlanta, GA",georgia,Black
"Jones, Taiwan",OAK,22,CB,611250,72,197,7/26/1988,25,3,Eastern Washington,"San Francisco, CA",california,Black
"Jones, Terren",ATL,74,OL,495000,79,341,11/19/1991,22,0,Alabama State,,,Black
"Jones-Drew, Maurice",JAC,32,RB,6220000,67,210,3/23/1985,28,8,UCLA,"Oakland, CA",california,Black
"Jordan, Akeem",KC,55,LB,735000,73,230,8/17/1985,28,7,James Madison,"Harrisonburg, VA",virginia,Black
"Jordan, Cameron",NO,94,DE,,76,287,7/10/1989,24,3,California,"Minneapolis, MN",minnesota,Black
"Jordan, Dion",MIA,95,DE,5143077,78,260,3/5/1990,23,0,Oregon,,,Black
"Joseph, Davin",TB,75,OL,7500000,75,313,11/22/1983,30,8,Oklahoma,"Hallendale, FL",florida,Black
"Joseph, Johnathan",HOU,24,CB,9750000,71,188,4/16/1984,29,8,South Carolina,"Rock Hill, SC",south carolina,Black
"Joseph, Linval",NYG,97,DL,1040125,76,323,10/10/1988,25,4,East Carolina,,St. Croix,Black
"Juszczyk, Kyle",BAL,40,RB,615146,73,245,4/23/1991,22,0,Harvard,"Medina, OH",ohio,White
"Kaddu, Josh",MIA,57,LB,435000,75,246,3/12/1990,23,2,Oregon,"Richmond, CA",california,Black
"Kaepernick, Colin",SF,7,QB,1281071,76,230,11/3/1987,26,3,nevada,"Milwaukee, WI",wisconsin,Mixed
"Kalil, Matt",MIN,75,OL,4942650,79,308,7/6/1989,24,2,USC,"Corona, CA",california,White
"Kalil, Ryan",CAR,67,C,8186000,74,300,3/29/1985,28,7,USC,"Tucson, AZ",arizona,White
"Kasa, Nick",OAK,88,TE,570150,78,265,11/5/1990,23,0,Colorado,"Rochester, NY",new york,White
"Kearse, Frank",CAR,99,DL,555000,77,310,10/28/1988,25,3,Alabama A&M,"Savannah, GA",georgia,Black
"Kearse, Jermaine",SEA,15,WR,480000,73,209,2/6/1990,23,2,Washington,"Tacoma, WA",washington,Black
"Keenum, Case",HOU,7,QB,450000,73,206,2/17/1988,25,1,Houston,,,White
"Kehl, Bryan",WAS,53,LB,740000,74,244,6/16/1984,29,6,Brigham Young,"Salt Lake City, UT",utah,White
"Keisel, Brett",PIT,99,DE,3777000,77,285,9/19/1978,35,12,Brigham Young,"Provo, UT",utah,White
"Kelce, Travis",KC,87,TE,781576,77,260,10/5/1989,24,0,Cincinnati,,,White
"Keller, Dustin",MIA,81,TE,4250000,74,255,9/25/1984,29,6,Purdue,"Lafayette, IN",indiana,Black
"Kelly, Colin",KC,59,OL,,77,298,12/29/1989,23,0,Oregon State,"Longview, WA",washington,White
"Kelly, Dennis",PHI,67,OL,572200,80,321,1/16/1990,23,2,Purdue,"Chicago Heights, IL",illinois,White
"Kelly, Tommy",NE,93,DL,2500000,78,325,12/27/1980,32,10,Mississippi State,"Jackson, MS",mississippi,Black
"Kendricks, Lance",STL,88,TE,1056526,75,247,1/30/1988,25,3,Wisconsin,"Wilwaukee, WI",wisconsin,Black
"Kendricks, Mychal",PHI,95,LB,1073611,72,240,9/28/1990,23,2,California,"Fresno, CA",california,Black
"Keo, Shiloh",HOU,31,S,558000,71,209,12/17/1987,26,3,Idaho,"Bothell, WA",washington,Asian/Pacific Islander
"Kerley, Jeremy",NYJ,11,WR,556063,69,188,11/8/1988,25,3,Texas Christian,"Austin, TX",texas,Black
"Kern, Brett",TEN,6,P,1300000,74,217,2/17/1986,27,6,Toledo,"Grand Island, NY",new york,White
"Kerrigan, Ryan",WAS,91,LB,2180074,76,260,8/16/1988,25,3,Purdue,"Muncie, IN",indiana,White
"Kilgore, Daniel",SF,67,OL,550075,75,308,12/18/1987,26,3,Appalachian State,"Kingsport, TN",tennessee,White
"King, Jeff",ARI,87,TE,1850000,75,260,2/19/1983,30,8,Virginia Tech,"Pulaski, VA",virginia,White
"King, Marquette",OAK,7,P,480000,72,192,10/26/1988,25,2,Fort Valley State,,,Black
"Kirkpatrick, Dre",CIN,27,CB,2155699,74,185,10/26/1989,24,2,Alabama,"Gadsden, AL",alabama,Black
"Kitchen, Ishmaa'ily",CLE,67,NT,481667,73,330,8/24/1988,25,2,Kent State,"Youngstown, OH",ohio,Black
"Kiwanuka, Mathias",NYG,94,LB,5437500,77,267,3/8/1983,30,8,Boston College,"Indianapolis, IN",indiana,Black
"Klein, A.J.",CAR,56,LB,587825,73,245,7/30/1991,22,0,Iowa State,"Appleton, WI",wisconsin,White
"Kline, Josh",NE,67,OL,496333,75,310,12/29/1989,23,0,Kent State,,,White
"Klug, Karl",TEN,97,DL,558613,75,275,3/31/1988,25,3,Iowa,"La Crosse, WI",wisconsin,White
"Kluwe, Chris",OAK,5,P,840000,76,210,12/24/1981,32,9,UCLA,"Philadelphia, PA",pennsylvania,White
"Knighton, Terrance",DEN,94,DL,2250000,75,335,7/4/1986,27,5,Temple,"Hartford, CT",connecticut,Black
"Knott, Jake",PHI,54,LB,,74,243,10/24/1990,23,0,Iowa State,"Kansas City, MO",missouri,White
"Koch, Sam",BAL,4,P,2500000,73,218,8/13/1982,31,8,Nebraska,"York, NE",nebraska,White
"Koenen, Michael",TB,9,P,3250000,71,198,7/13/1982,31,9,Western Washington,"Ferndale, WA",washington,White
"Kolb, Kevin",BUF,4,QB,3050000,75,218,8/24/1984,29,7,Houston,"Victoria, TX",texas,White
"Konz, Peter",ATL,66,OL,897150,77,317,6/9/1989,24,2,Wisconsin,"Oshkosh, WI",wisconsin,White
"Koppen, Dan",DEN,67,C,940000,74,300,9/12/1979,34,11,Boston College,"Dubuque, IA",iowa,White
"Kropog, Troy",MIN,78,OL,630000,78,295,7/31/1986,27,4,Tulane,"Maetairie, LA",louisiana,White
"Kruger, Joe",PHI,73,DE,555933,78,269,6/4/1992,21,0,Utah,,,White
"Kruger, Paul",CLE,99,LB,8097000,76,270,2/15/1986,27,5,Utah,"Rexburg, ID",idaho,White
"Kuechly, Luke",CAR,59,LB,3144651,75,235,4/20/1991,22,2,Boston College,"Cincinnati, OH",ohio,White
"Kugbila, Edmund",CAR,70,OL,654114,76,325,9/21/1990,23,0,Valdosta State,,,Black
"Kuhn, John",GB,30,FB,2533333,72,250,9/9/1982,31,8,Shippensburg,"York, PA",pennsylvania,White
"Kuhn, Markus",NYG,78,DL,536474,76,299,5/5/1986,27,2,North Carolina State,"Weinheim, Germany",Germany,White
"Kuper, Chris",DEN,73,OL,4668667,76,303,12/19/1982,31,8,North Dakota,"Anchorage, AK",alaska,White
"Kush, Eric",KC,52,C,571279,76,313,9/9/1989,24,0,California (PA),,,White
"Lacy, Eddie",GB,27,RB,848103,71,230,6/2/1990,23,0,Alabama,,louisiana,Black
"LaDouceur, L.P.",DAL,91,LS,1094000,77,259,3/13/1981,32,9,California,"Montreal, Quebec",Quebec,White
"LaFell, Brandon",CAR,11,WR,652100,74,210,11/4/1986,27,4,LSU,"Houston, TX",texas,Black
"Lamur, Emmanuel",CIN,59,LB,480000,76,240,6/8/1989,24,2,Kansas State,"Delray Beach, FL",florida,Black
"Landri, Derek",TB,90,DL,1375000,74,290,9/21/1983,30,7,Notre Dame,"Huntington Beach, CA",california,White
"Landry, Dawan",NYJ,26,S,1500000,73,212,12/30/1982,30,8,Georgia Tech,"Ama, LA",louisiana,Black
"Landry, LaRon",IND,30,S,6000000,72,226,10/14/1984,29,7,LSU,"Metairie, LA",louisiana,Black
"Lane, Jeremy",SEA,20,CB,556279,72,190,7/14/1990,23,2,Northwestern State-Louisiana,"Tyler, TX",texas,Black
